x	y	label	angle	showSelected1	showSelected2	group
0	0.5	Collaborative.teams	90	Interaction.Type_Virtual	Collaborative.teams	896
0	0.5	Collaborative.teams	90	Interaction.Type_In-person	Collaborative.teams	929
0	0.5	Collaborative.teams	90	Interaction.Type_In-person and virtual	Collaborative.teams	962
0	0.5	Collaborative.teams	90	Interaction.Type_Phone	Collaborative.teams	995
0	0.5	Collaborative.teams	90	Interaction.Type_Unknown	Collaborative.teams	1028
2.42857142857143	0.5	Collaborative.teams	90	ETLP_avg	Collaborative.teams	1061
0	0.5	Common.formative.assessment	90	District.Leadership.Team.Members	Common.formative.assessment	7
0	0.5	Common.formative.assessment	90	District.Contact.Person	Common.formative.assessment	40
0	0.5	Common.formative.assessment	90	Building.Leadership.Team.Members	Common.formative.assessment	73
0	0.5	Common.formative.assessment	90	Other.District.Administrators	Common.formative.assessment	106
0	0.5	Common.formative.assessment	90	Other.Building.Administrators	Common.formative.assessment	139
0	0.5	Common.formative.assessment	90	Building.level.Educators	Common.formative.assessment	172
0	0.5	Common.formative.assessment	90	RPDC.Director	Common.formative.assessment	205
0	0.5	Common.formative.assessment	90	Area.Supervisor	Common.formative.assessment	238
0	0.5	Common.formative.assessment	90	Parents	Common.formative.assessment	271
0	0.5	Common.formative.assessment	90	Collaborative.teams	Common.formative.assessment	304
0	0.5	Common.formative.assessment	90	Common.formative.assessment	Common.formative.assessment	337
0	0.5	Common.formative.assessment	90	Data.based.decision.making	Common.formative.assessment	370
0	0.5	Common.formative.assessment	90	Effective.teaching.learning.practices	Common.formative.assessment	403
0	0.5	Common.formative.assessment	90	Instructional.Leadership	Common.formative.assessment	436
0	0.5	Common.formative.assessment	90	School.based.implementation.coaching	Common.formative.assessment	469
0	0.5	Common.formative.assessment	90	Collective.teacher.efficacy	Common.formative.assessment	502
0	0.5	Common.formative.assessment	90	MMD.DCI.expectations.logistics.DESE.specifics	Common.formative.assessment	535
0	0.5	Common.formative.assessment	90	Alignment.and.systems.planning	Common.formative.assessment	568
0	0.5	Common.formative.assessment	90	Practice.profiles	Common.formative.assessment	601
0	0.5	Common.formative.assessment	90	Self.assessment.practice.profile..SAPP.	Common.formative.assessment	634
0	0.5	Common.formative.assessment	90	Learning.module.materials..i.e..power.points..handouts.	Common.formative.assessment	667
0	0.5	Common.formative.assessment	90	DESE.virtual.learning.platform	Common.formative.assessment	700
0	0.5	Common.formative.assessment	90	Review.of.CFA.data	Common.formative.assessment	733
0	0.5	Common.formative.assessment	90	CWIS	Common.formative.assessment	766
0	0.5	Common.formative.assessment	90	Distance.Learning	Common.formative.assessment	799
0	0.5	Common.formative.assessment	90	Virtual.Learning.Modules.and.or.PowerPoints	Common.formative.assessment	832
0	0.5	Common.formative.assessment	90	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Common.formative.assessment	865
0	0.5	Common.formative.assessment	90	Interaction.Type_Virtual	Common.formative.assessment	898
0	0.5	Common.formative.assessment	90	Interaction.Type_In-person	Common.formative.assessment	931
0	0.5	Common.formative.assessment	90	Interaction.Type_In-person and virtual	Common.formative.assessment	964
0	0.5	Common.formative.assessment	90	Interaction.Type_Phone	Common.formative.assessment	997
0	0.5	Common.formative.assessment	90	Interaction.Type_Unknown	Common.formative.assessment	1030
2.42857142857143	0.5	Common.formative.assessment	90	ETLP_avg	Common.formative.assessment	1063
0	0.5	Data.based.decision.making	90	District.Leadership.Team.Members	Data.based.decision.making	9
0	0.5	Data.based.decision.making	90	District.Contact.Person	Data.based.decision.making	42
0	0.5	Data.based.decision.making	90	Building.Leadership.Team.Members	Data.based.decision.making	75
0	0.5	Data.based.decision.making	90	Other.District.Administrators	Data.based.decision.making	108
0	0.5	Data.based.decision.making	90	Other.Building.Administrators	Data.based.decision.making	141
0	0.5	Data.based.decision.making	90	Building.level.Educators	Data.based.decision.making	174
0	0.5	Data.based.decision.making	90	RPDC.Director	Data.based.decision.making	207
0	0.5	Data.based.decision.making	90	Area.Supervisor	Data.based.decision.making	240
0	0.5	Data.based.decision.making	90	Parents	Data.based.decision.making	273
0	0.5	Data.based.decision.making	90	Collaborative.teams	Data.based.decision.making	306
0	0.5	Data.based.decision.making	90	Common.formative.assessment	Data.based.decision.making	339
0	0.5	Data.based.decision.making	90	Data.based.decision.making	Data.based.decision.making	372
0	0.5	Data.based.decision.making	90	Effective.teaching.learning.practices	Data.based.decision.making	405
0	0.5	Data.based.decision.making	90	Instructional.Leadership	Data.based.decision.making	438
0	0.5	Data.based.decision.making	90	School.based.implementation.coaching	Data.based.decision.making	471
0	0.5	Data.based.decision.making	90	Collective.teacher.efficacy	Data.based.decision.making	504
0	0.5	Data.based.decision.making	90	MMD.DCI.expectations.logistics.DESE.specifics	Data.based.decision.making	537
0	0.5	Data.based.decision.making	90	Alignment.and.systems.planning	Data.based.decision.making	570
0	0.5	Data.based.decision.making	90	Practice.profiles	Data.based.decision.making	603
0	0.5	Data.based.decision.making	90	Self.assessment.practice.profile..SAPP.	Data.based.decision.making	636
0	0.5	Data.based.decision.making	90	Learning.module.materials..i.e..power.points..handouts.	Data.based.decision.making	669
0	0.5	Data.based.decision.making	90	DESE.virtual.learning.platform	Data.based.decision.making	702
0	0.5	Data.based.decision.making	90	Review.of.CFA.data	Data.based.decision.making	735
0	0.5	Data.based.decision.making	90	CWIS	Data.based.decision.making	768
0	0.5	Data.based.decision.making	90	Distance.Learning	Data.based.decision.making	801
0	0.5	Data.based.decision.making	90	Virtual.Learning.Modules.and.or.PowerPoints	Data.based.decision.making	834
0	0.5	Data.based.decision.making	90	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Data.based.decision.making	867
0	0.5	Data.based.decision.making	90	Interaction.Type_Virtual	Data.based.decision.making	900
0	0.5	Data.based.decision.making	90	Interaction.Type_In-person	Data.based.decision.making	933
0	0.5	Data.based.decision.making	90	Interaction.Type_In-person and virtual	Data.based.decision.making	966
0	0.5	Data.based.decision.making	90	Interaction.Type_Phone	Data.based.decision.making	999
0	0.5	Data.based.decision.making	90	Interaction.Type_Unknown	Data.based.decision.making	1032
2.42857142857143	0.5	Data.based.decision.making	90	ETLP_avg	Data.based.decision.making	1065
0	0.5	Effective.teaching.learning.practices	90	District.Leadership.Team.Members	Effective.teaching.learning.practices	14
0	0.5	Effective.teaching.learning.practices	90	District.Contact.Person	Effective.teaching.learning.practices	47
0	0.5	Effective.teaching.learning.practices	90	Building.Leadership.Team.Members	Effective.teaching.learning.practices	80
0	0.5	Effective.teaching.learning.practices	90	Other.District.Administrators	Effective.teaching.learning.practices	113
0	0.5	Effective.teaching.learning.practices	90	Other.Building.Administrators	Effective.teaching.learning.practices	146
0	0.5	Effective.teaching.learning.practices	90	Building.level.Educators	Effective.teaching.learning.practices	179
0	0.5	Effective.teaching.learning.practices	90	RPDC.Director	Effective.teaching.learning.practices	212
0	0.5	Effective.teaching.learning.practices	90	Area.Supervisor	Effective.teaching.learning.practices	245
0	0.5	Effective.teaching.learning.practices	90	Parents	Effective.teaching.learning.practices	278
0	0.5	Effective.teaching.learning.practices	90	Collaborative.teams	Effective.teaching.learning.practices	311
0	0.5	Effective.teaching.learning.practices	90	Common.formative.assessment	Effective.teaching.learning.practices	344
0	0.5	Effective.teaching.learning.practices	90	Data.based.decision.making	Effective.teaching.learning.practices	377
0	0.5	Effective.teaching.learning.practices	90	Effective.teaching.learning.practices	Effective.teaching.learning.practices	410
0	0.5	Effective.teaching.learning.practices	90	Instructional.Leadership	Effective.teaching.learning.practices	443
0	0.5	Effective.teaching.learning.practices	90	School.based.implementation.coaching	Effective.teaching.learning.practices	476
0	0.5	Effective.teaching.learning.practices	90	Collective.teacher.efficacy	Effective.teaching.learning.practices	509
0	0.5	Effective.teaching.learning.practices	90	MMD.DCI.expectations.logistics.DESE.specifics	Effective.teaching.learning.practices	542
0	0.5	Effective.teaching.learning.practices	90	Alignment.and.systems.planning	Effective.teaching.learning.practices	575
0	0.5	Effective.teaching.learning.practices	90	Practice.profiles	Effective.teaching.learning.practices	608
0	0.5	Effective.teaching.learning.practices	90	Self.assessment.practice.profile..SAPP.	Effective.teaching.learning.practices	641
0	0.5	Effective.teaching.learning.practices	90	Learning.module.materials..i.e..power.points..handouts.	Effective.teaching.learning.practices	674
0	0.5	Effective.teaching.learning.practices	90	DESE.virtual.learning.platform	Effective.teaching.learning.practices	707
0	0.5	Effective.teaching.learning.practices	90	Review.of.CFA.data	Effective.teaching.learning.practices	740
0	0.5	Effective.teaching.learning.practices	90	CWIS	Effective.teaching.learning.practices	773
0	0.5	Effective.teaching.learning.practices	90	Distance.Learning	Effective.teaching.learning.practices	806
0	0.5	Effective.teaching.learning.practices	90	Virtual.Learning.Modules.and.or.PowerPoints	Effective.teaching.learning.practices	839
0	0.5	Effective.teaching.learning.practices	90	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Effective.teaching.learning.practices	872
0	0.5	Effective.teaching.learning.practices	90	Interaction.Type_Virtual	Effective.teaching.learning.practices	905
0	0.5	Effective.teaching.learning.practices	90	Interaction.Type_In-person	Effective.teaching.learning.practices	938
0	0.5	Effective.teaching.learning.practices	90	Interaction.Type_In-person and virtual	Effective.teaching.learning.practices	971
0	0.5	Effective.teaching.learning.practices	90	Interaction.Type_Phone	Effective.teaching.learning.practices	1004
0	0.5	Effective.teaching.learning.practices	90	Interaction.Type_Unknown	Effective.teaching.learning.practices	1037
2.42857142857143	0.5	Effective.teaching.learning.practices	90	ETLP_avg	Effective.teaching.learning.practices	1070
0	0.5	Instructional.Leadership	90	District.Leadership.Team.Members	Instructional.Leadership	16
0	0.5	Instructional.Leadership	90	District.Contact.Person	Instructional.Leadership	49
0	0.5	Instructional.Leadership	90	Building.Leadership.Team.Members	Instructional.Leadership	82
0	0.5	Instructional.Leadership	90	Other.District.Administrators	Instructional.Leadership	115
0	0.5	Instructional.Leadership	90	Other.Building.Administrators	Instructional.Leadership	148
0	0.5	Instructional.Leadership	90	Building.level.Educators	Instructional.Leadership	181
0	0.5	Instructional.Leadership	90	RPDC.Director	Instructional.Leadership	214
0	0.5	Instructional.Leadership	90	Area.Supervisor	Instructional.Leadership	247
0	0.5	Instructional.Leadership	90	Parents	Instructional.Leadership	280
0	0.5	Instructional.Leadership	90	Collaborative.teams	Instructional.Leadership	313
0	0.5	Instructional.Leadership	90	Common.formative.assessment	Instructional.Leadership	346
0	0.5	Instructional.Leadership	90	Data.based.decision.making	Instructional.Leadership	379
0	0.5	Instructional.Leadership	90	Effective.teaching.learning.practices	Instructional.Leadership	412
0	0.5	Instructional.Leadership	90	Instructional.Leadership	Instructional.Leadership	445
0	0.5	Instructional.Leadership	90	School.based.implementation.coaching	Instructional.Leadership	478
0	0.5	Instructional.Leadership	90	Collective.teacher.efficacy	Instructional.Leadership	511
0	0.5	Instructional.Leadership	90	MMD.DCI.expectations.logistics.DESE.specifics	Instructional.Leadership	544
0	0.5	Instructional.Leadership	90	Alignment.and.systems.planning	Instructional.Leadership	577
0	0.5	Instructional.Leadership	90	Practice.profiles	Instructional.Leadership	610
0	0.5	Instructional.Leadership	90	Self.assessment.practice.profile..SAPP.	Instructional.Leadership	643
0	0.5	Instructional.Leadership	90	Learning.module.materials..i.e..power.points..handouts.	Instructional.Leadership	676
0	0.5	Instructional.Leadership	90	DESE.virtual.learning.platform	Instructional.Leadership	709
0	0.5	Instructional.Leadership	90	Review.of.CFA.data	Instructional.Leadership	742
0	0.5	Instructional.Leadership	90	CWIS	Instructional.Leadership	775
0	0.5	Instructional.Leadership	90	Distance.Learning	Instructional.Leadership	808
0	0.5	Instructional.Leadership	90	Virtual.Learning.Modules.and.or.PowerPoints	Instructional.Leadership	841
0	0.5	Instructional.Leadership	90	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Instructional.Leadership	874
0	0.5	Instructional.Leadership	90	Interaction.Type_Virtual	Instructional.Leadership	907
0	0.5	Instructional.Leadership	90	Interaction.Type_In-person	Instructional.Leadership	940
0	0.5	Instructional.Leadership	90	Interaction.Type_In-person and virtual	Instructional.Leadership	973
0	0.5	Instructional.Leadership	90	Interaction.Type_Phone	Instructional.Leadership	1006
0	0.5	Instructional.Leadership	90	Interaction.Type_Unknown	Instructional.Leadership	1039
2.42857142857143	0.5	Instructional.Leadership	90	ETLP_avg	Instructional.Leadership	1072
0	0.5	School.based.implementation.coaching	90	District.Leadership.Team.Members	School.based.implementation.coaching	31
0	0.5	School.based.implementation.coaching	90	District.Contact.Person	School.based.implementation.coaching	64
0	0.5	School.based.implementation.coaching	90	Building.Leadership.Team.Members	School.based.implementation.coaching	97
0	0.5	School.based.implementation.coaching	90	Other.District.Administrators	School.based.implementation.coaching	130
0	0.5	School.based.implementation.coaching	90	Other.Building.Administrators	School.based.implementation.coaching	163
0	0.5	School.based.implementation.coaching	90	Building.level.Educators	School.based.implementation.coaching	196
0	0.5	School.based.implementation.coaching	90	RPDC.Director	School.based.implementation.coaching	229
0	0.5	School.based.implementation.coaching	90	Area.Supervisor	School.based.implementation.coaching	262
0	0.5	School.based.implementation.coaching	90	Parents	School.based.implementation.coaching	295
0	0.5	School.based.implementation.coaching	90	Collaborative.teams	School.based.implementation.coaching	328
0	0.5	School.based.implementation.coaching	90	Common.formative.assessment	School.based.implementation.coaching	361
0	0.5	School.based.implementation.coaching	90	Data.based.decision.making	School.based.implementation.coaching	394
0	0.5	School.based.implementation.coaching	90	Effective.teaching.learning.practices	School.based.implementation.coaching	427
0	0.5	School.based.implementation.coaching	90	Instructional.Leadership	School.based.implementation.coaching	460
0	0.5	School.based.implementation.coaching	90	School.based.implementation.coaching	School.based.implementation.coaching	493
0	0.5	School.based.implementation.coaching	90	Collective.teacher.efficacy	School.based.implementation.coaching	526
0	0.5	School.based.implementation.coaching	90	MMD.DCI.expectations.logistics.DESE.specifics	School.based.implementation.coaching	559
0	0.5	School.based.implementation.coaching	90	Alignment.and.systems.planning	School.based.implementation.coaching	592
0	0.5	School.based.implementation.coaching	90	Practice.profiles	School.based.implementation.coaching	625
0	0.5	School.based.implementation.coaching	90	Self.assessment.practice.profile..SAPP.	School.based.implementation.coaching	658
0	0.5	School.based.implementation.coaching	90	Learning.module.materials..i.e..power.points..handouts.	School.based.implementation.coaching	691
0	0.5	School.based.implementation.coaching	90	DESE.virtual.learning.platform	School.based.implementation.coaching	724
0	0.5	School.based.implementation.coaching	90	Review.of.CFA.data	School.based.implementation.coaching	757
0	0.5	School.based.implementation.coaching	90	CWIS	School.based.implementation.coaching	790
0	0.5	School.based.implementation.coaching	90	Distance.Learning	School.based.implementation.coaching	823
0	0.5	School.based.implementation.coaching	90	Virtual.Learning.Modules.and.or.PowerPoints	School.based.implementation.coaching	856
0	0.5	School.based.implementation.coaching	90	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	School.based.implementation.coaching	889
0	0.5	School.based.implementation.coaching	90	Interaction.Type_Virtual	School.based.implementation.coaching	922
0	0.5	School.based.implementation.coaching	90	Interaction.Type_In-person	School.based.implementation.coaching	955
0	0.5	School.based.implementation.coaching	90	Interaction.Type_In-person and virtual	School.based.implementation.coaching	988
0	0.5	School.based.implementation.coaching	90	Interaction.Type_Phone	School.based.implementation.coaching	1021
0	0.5	School.based.implementation.coaching	90	Interaction.Type_Unknown	School.based.implementation.coaching	1054
2.42857142857143	0.5	School.based.implementation.coaching	90	ETLP_avg	School.based.implementation.coaching	1087
0	0.25	Collective.teacher.efficacy	90	District.Leadership.Team.Members	Collective.teacher.efficacy	6
0	0.25	Collective.teacher.efficacy	90	District.Contact.Person	Collective.teacher.efficacy	39
0	0.25	Collective.teacher.efficacy	90	Building.Leadership.Team.Members	Collective.teacher.efficacy	72
0	0.25	Collective.teacher.efficacy	90	Other.District.Administrators	Collective.teacher.efficacy	105
0	0.25	Collective.teacher.efficacy	90	Other.Building.Administrators	Collective.teacher.efficacy	138
0	0.25	Collective.teacher.efficacy	90	Building.level.Educators	Collective.teacher.efficacy	171
0	0.25	Collective.teacher.efficacy	90	RPDC.Director	Collective.teacher.efficacy	204
0	0.25	Collective.teacher.efficacy	90	Area.Supervisor	Collective.teacher.efficacy	237
0	0.25	Collective.teacher.efficacy	90	Parents	Collective.teacher.efficacy	270
0	0.25	Collective.teacher.efficacy	90	Collaborative.teams	Collective.teacher.efficacy	303
0	0.25	Collective.teacher.efficacy	90	Common.formative.assessment	Collective.teacher.efficacy	336
0	0.25	Collective.teacher.efficacy	90	Data.based.decision.making	Collective.teacher.efficacy	369
0	0.25	Collective.teacher.efficacy	90	Effective.teaching.learning.practices	Collective.teacher.efficacy	402
0	0.25	Collective.teacher.efficacy	90	Instructional.Leadership	Collective.teacher.efficacy	435
0	0.25	Collective.teacher.efficacy	90	School.based.implementation.coaching	Collective.teacher.efficacy	468
0	0.25	Collective.teacher.efficacy	90	Collective.teacher.efficacy	Collective.teacher.efficacy	501
0	0.25	Collective.teacher.efficacy	90	MMD.DCI.expectations.logistics.DESE.specifics	Collective.teacher.efficacy	534
0	0.25	Collective.teacher.efficacy	90	Alignment.and.systems.planning	Collective.teacher.efficacy	567
0	0.25	Collective.teacher.efficacy	90	Practice.profiles	Collective.teacher.efficacy	600
0	0.25	Collective.teacher.efficacy	90	Self.assessment.practice.profile..SAPP.	Collective.teacher.efficacy	633
0	0.25	Collective.teacher.efficacy	90	Learning.module.materials..i.e..power.points..handouts.	Collective.teacher.efficacy	666
0	0.25	Collective.teacher.efficacy	90	DESE.virtual.learning.platform	Collective.teacher.efficacy	699
0	0.25	Collective.teacher.efficacy	90	Review.of.CFA.data	Collective.teacher.efficacy	732
0	0.25	Collective.teacher.efficacy	90	CWIS	Collective.teacher.efficacy	765
0	0.25	Collective.teacher.efficacy	90	Distance.Learning	Collective.teacher.efficacy	798
0	0.25	Collective.teacher.efficacy	90	Virtual.Learning.Modules.and.or.PowerPoints	Collective.teacher.efficacy	831
0	0.25	Collective.teacher.efficacy	90	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Collective.teacher.efficacy	864
0	0.25	Collective.teacher.efficacy	90	Interaction.Type_Virtual	Collective.teacher.efficacy	897
0	0.25	Collective.teacher.efficacy	90	Interaction.Type_In-person	Collective.teacher.efficacy	930
0	0.25	Collective.teacher.efficacy	90	Interaction.Type_In-person and virtual	Collective.teacher.efficacy	963
0	0.25	Collective.teacher.efficacy	90	Interaction.Type_Phone	Collective.teacher.efficacy	996
0	0.25	Collective.teacher.efficacy	90	Interaction.Type_Unknown	Collective.teacher.efficacy	1029
2.42857142857143	0.25	Collective.teacher.efficacy	90	ETLP_avg	Collective.teacher.efficacy	1062
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	District.Leadership.Team.Members	MMD.DCI.expectations.logistics.DESE.specifics	24
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	District.Contact.Person	MMD.DCI.expectations.logistics.DESE.specifics	57
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Building.Leadership.Team.Members	MMD.DCI.expectations.logistics.DESE.specifics	90
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Other.District.Administrators	MMD.DCI.expectations.logistics.DESE.specifics	123
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Other.Building.Administrators	MMD.DCI.expectations.logistics.DESE.specifics	156
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Building.level.Educators	MMD.DCI.expectations.logistics.DESE.specifics	189
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	RPDC.Director	MMD.DCI.expectations.logistics.DESE.specifics	222
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Area.Supervisor	MMD.DCI.expectations.logistics.DESE.specifics	255
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Parents	MMD.DCI.expectations.logistics.DESE.specifics	288
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Collaborative.teams	MMD.DCI.expectations.logistics.DESE.specifics	321
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Common.formative.assessment	MMD.DCI.expectations.logistics.DESE.specifics	354
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Data.based.decision.making	MMD.DCI.expectations.logistics.DESE.specifics	387
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Effective.teaching.learning.practices	MMD.DCI.expectations.logistics.DESE.specifics	420
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Instructional.Leadership	MMD.DCI.expectations.logistics.DESE.specifics	453
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	School.based.implementation.coaching	MMD.DCI.expectations.logistics.DESE.specifics	486
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Collective.teacher.efficacy	MMD.DCI.expectations.logistics.DESE.specifics	519
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	552
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Alignment.and.systems.planning	MMD.DCI.expectations.logistics.DESE.specifics	585
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Practice.profiles	MMD.DCI.expectations.logistics.DESE.specifics	618
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Self.assessment.practice.profile..SAPP.	MMD.DCI.expectations.logistics.DESE.specifics	651
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Learning.module.materials..i.e..power.points..handouts.	MMD.DCI.expectations.logistics.DESE.specifics	684
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	DESE.virtual.learning.platform	MMD.DCI.expectations.logistics.DESE.specifics	717
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Review.of.CFA.data	MMD.DCI.expectations.logistics.DESE.specifics	750
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	CWIS	MMD.DCI.expectations.logistics.DESE.specifics	783
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Distance.Learning	MMD.DCI.expectations.logistics.DESE.specifics	816
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Virtual.Learning.Modules.and.or.PowerPoints	MMD.DCI.expectations.logistics.DESE.specifics	849
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	MMD.DCI.expectations.logistics.DESE.specifics	882
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Interaction.Type_Virtual	MMD.DCI.expectations.logistics.DESE.specifics	915
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Interaction.Type_In-person	MMD.DCI.expectations.logistics.DESE.specifics	948
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Interaction.Type_In-person and virtual	MMD.DCI.expectations.logistics.DESE.specifics	981
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Interaction.Type_Phone	MMD.DCI.expectations.logistics.DESE.specifics	1014
0	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	Interaction.Type_Unknown	MMD.DCI.expectations.logistics.DESE.specifics	1047
2.42857142857143	0.5	MMD.DCI.expectations.logistics.DESE.specifics	90	ETLP_avg	MMD.DCI.expectations.logistics.DESE.specifics	1080
0	0.5	Alignment.and.systems.planning	90	District.Leadership.Team.Members	Alignment.and.systems.planning	1
0	0.5	Alignment.and.systems.planning	90	District.Contact.Person	Alignment.and.systems.planning	34
0	0.5	Alignment.and.systems.planning	90	Building.Leadership.Team.Members	Alignment.and.systems.planning	67
0	0.5	Alignment.and.systems.planning	90	Other.District.Administrators	Alignment.and.systems.planning	100
0	0.5	Alignment.and.systems.planning	90	Other.Building.Administrators	Alignment.and.systems.planning	133
0	0.5	Alignment.and.systems.planning	90	Building.level.Educators	Alignment.and.systems.planning	166
0	0.5	Alignment.and.systems.planning	90	RPDC.Director	Alignment.and.systems.planning	199
0	0.5	Alignment.and.systems.planning	90	Area.Supervisor	Alignment.and.systems.planning	232
0	0.5	Alignment.and.systems.planning	90	Parents	Alignment.and.systems.planning	265
0	0.5	Alignment.and.systems.planning	90	Collaborative.teams	Alignment.and.systems.planning	298
0	0.5	Alignment.and.systems.planning	90	Common.formative.assessment	Alignment.and.systems.planning	331
0	0.5	Alignment.and.systems.planning	90	Data.based.decision.making	Alignment.and.systems.planning	364
0	0.5	Alignment.and.systems.planning	90	Effective.teaching.learning.practices	Alignment.and.systems.planning	397
0	0.5	Alignment.and.systems.planning	90	Instructional.Leadership	Alignment.and.systems.planning	430
0	0.5	Alignment.and.systems.planning	90	School.based.implementation.coaching	Alignment.and.systems.planning	463
0	0.5	Alignment.and.systems.planning	90	Collective.teacher.efficacy	Alignment.and.systems.planning	496
0	0.5	Alignment.and.systems.planning	90	MMD.DCI.expectations.logistics.DESE.specifics	Alignment.and.systems.planning	529
0	0.5	Alignment.and.systems.planning	90	Alignment.and.systems.planning	Alignment.and.systems.planning	562
0	0.5	Alignment.and.systems.planning	90	Practice.profiles	Alignment.and.systems.planning	595
0	0.5	Alignment.and.systems.planning	90	Self.assessment.practice.profile..SAPP.	Alignment.and.systems.planning	628
0	0.5	Alignment.and.systems.planning	90	Learning.module.materials..i.e..power.points..handouts.	Alignment.and.systems.planning	661
0	0.5	Alignment.and.systems.planning	90	DESE.virtual.learning.platform	Alignment.and.systems.planning	694
0	0.5	Alignment.and.systems.planning	90	Review.of.CFA.data	Alignment.and.systems.planning	727
0	0.5	Alignment.and.systems.planning	90	CWIS	Alignment.and.systems.planning	760
0	0.5	Alignment.and.systems.planning	90	Distance.Learning	Alignment.and.systems.planning	793
0	0.5	Alignment.and.systems.planning	90	Virtual.Learning.Modules.and.or.PowerPoints	Alignment.and.systems.planning	826
0	0.5	Alignment.and.systems.planning	90	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Alignment.and.systems.planning	859
0	0.5	Alignment.and.systems.planning	90	Interaction.Type_Virtual	Alignment.and.systems.planning	892
0	0.5	Alignment.and.systems.planning	90	Interaction.Type_In-person	Alignment.and.systems.planning	925
0	0.5	Alignment.and.systems.planning	90	Interaction.Type_In-person and virtual	Alignment.and.systems.planning	958
0	0.5	Alignment.and.systems.planning	90	Interaction.Type_Phone	Alignment.and.systems.planning	991
0	0.5	Alignment.and.systems.planning	90	Interaction.Type_Unknown	Alignment.and.systems.planning	1024
2.42857142857143	0.5	Alignment.and.systems.planning	90	ETLP_avg	Alignment.and.systems.planning	1057
0	0.5	Practice.profiles	90	District.Leadership.Team.Members	Practice.profiles	28
0	0.5	Practice.profiles	90	District.Contact.Person	Practice.profiles	61
0	0.5	Practice.profiles	90	Building.Leadership.Team.Members	Practice.profiles	94
0	0.5	Practice.profiles	90	Other.District.Administrators	Practice.profiles	127
0	0.5	Practice.profiles	90	Other.Building.Administrators	Practice.profiles	160
0	0.5	Practice.profiles	90	Building.level.Educators	Practice.profiles	193
0	0.5	Practice.profiles	90	RPDC.Director	Practice.profiles	226
0	0.5	Practice.profiles	90	Area.Supervisor	Practice.profiles	259
0	0.5	Practice.profiles	90	Parents	Practice.profiles	292
0	0.5	Practice.profiles	90	Collaborative.teams	Practice.profiles	325
0	0.5	Practice.profiles	90	Common.formative.assessment	Practice.profiles	358
0	0.5	Practice.profiles	90	Data.based.decision.making	Practice.profiles	391
0	0.5	Practice.profiles	90	Effective.teaching.learning.practices	Practice.profiles	424
0	0.5	Practice.profiles	90	Instructional.Leadership	Practice.profiles	457
0	0.5	Practice.profiles	90	School.based.implementation.coaching	Practice.profiles	490
0	0.5	Practice.profiles	90	Collective.teacher.efficacy	Practice.profiles	523
0	0.5	Practice.profiles	90	MMD.DCI.expectations.logistics.DESE.specifics	Practice.profiles	556
